UserId,Date,Revenue
2237805,18-03-2017,51.16
2237805,22-03-2017,25.58
2237805,23-03-2017,25.58
2237805,20-06-2017,51.03
2237805,23-06-2017,72.3
2237805,13-08-2017,21.11
2237805,29-08-2017,26.2
2237970,16-11-2016,18.76
2242526,27-11-2016,50
2242526,31-01-2017,100
2242526,03-02-2017,50
2242526,25-04-2017,50
2242526,27-06-2017,100
2242538,12-01-2017,25.58
2244189,08-04-2017,100
2244189,09-04-2017,50
2244189,10-04-2017,50
2244189,11-04-2017,50
2244189,18-06-2017,50
2244189,19-06-2017,50
2245895,10-11-2016,17.05
2256599,02-11-2016,35.63
2256599,07-11-2016,17.82
2256599,28-11-2016,18.18
2256599,17-06-2017,18.76
2311106,11-03-2017,17.05
2323359,02-01-2017,17.05
2324892,06-04-2017,85.27
2325333,06-12-2016,20
2325333,11-12-2016,20
2325333,15-12-2016,20
2325333,22-12-2016,20
2325333,01-01-2017,20
2325333,06-01-2017,20
2325333,21-01-2017,20
2325333,29-01-2017,20
2325333,04-02-2017,20
2336449,11-12-2016,20
2339909,19-02-2017,80
2339909,17-03-2017,40
2341733,30-04-2017,20
2350434,19-03-2017,40
2350434,20-03-2017,25
2350434,30-04-2017,20
2350434,11-05-2017,40
2351091,15-12-2016,20
2351823,02-05-2017,17.05
2351823,26-06-2017,21.36
2351823,18-07-2017,17.01
2354348,26-11-2016,40
2354348,31-12-2016,25
2354348,14-01-2017,20
2354348,22-01-2017,40
2354348,10-04-2017,20
2354348,14-05-2017,20
2354348,15-05-2017,20
2354348,17-05-2017,195
2354348,19-05-2017,180
2354348,21-05-2017,27
2354348,25-05-2017,20
2354348,26-05-2017,20
2354348,17-06-2017,182
2354348,22-07-2017,80
2354348,13-08-2017,50
2354348,25-09-2017,30
2354348,30-09-2017,200
2359021,31-10-2016,29.19
2359021,04-11-2016,12.04
2361554,05-12-2016,20
2362276,01-01-2017,20
2362276,02-01-2017,20
2367368,16-01-2017,20
2367368,29-01-2017,20
2367368,16-03-2017,20
2367368,22-03-2017,20
2368985,03-03-2017,17.05
2369417,27-03-2017,17.05
2370552,11-04-2017,18.76
2370996,29-11-2016,17.82
2374173,07-04-2017,11.68
2374173,23-08-2017,14.42
2377542,16-11-2016,43.21
2378975,08-03-2017,17.05
2379402,28-01-2017,40
2380111,22-11-2016,20
2380111,17-05-2017,20
2381442,02-12-2016,25
2381475,13-10-2016,11.68
2383195,14-12-2016,87.58
2384784,07-05-2017,15.08
2385317,05-01-2017,44.34
2385317,24-03-2017,21.26
2385317,27-04-2017,16.89
2392040,29-03-2017,11.68
2392040,05-04-2017,42.13
2392040,09-08-2017,11.54
2392040,05-09-2017,11.81
2392040,06-09-2017,23.62
2392040,19-09-2017,11.81
2392040,24-09-2017,11.81
2392040,01-10-2017,12.13
2392301,07-03-2017,18.76
2393997,10-02-2017,11.68
2394011,08-12-2016,11.68
2394011,22-01-2017,12.04
2394011,20-02-2017,12.4
2394011,27-04-2017,11.64
2394011,01-07-2017,11.81
2395601,17-03-2017,20
2395601,18-03-2017,20
2396576,11-11-2016,21.32
2396576,02-12-2016,17.05
2396576,03-12-2016,17.05
2396576,07-12-2016,17.16
2396576,09-12-2016,60.07
2396576,10-12-2016,17.16
2396576,03-02-2017,21.36
2399629,06-05-2017,23.45
2399857,08-12-2016,11.68
2401050,02-12-2016,17.05
2401050,09-06-2017,22.39
2402571,29-01-2017,20
2402571,30-01-2017,20
2402571,01-02-2017,20
2402571,09-02-2017,20
2402571,10-02-2017,20
2402571,11-02-2017,20
2404985,09-04-2017,23.35
2404985,10-04-2017,11.68
2404985,16-04-2017,11.68
2404985,20-04-2017,37.95
2404985,21-04-2017,11.68
2404985,23-04-2017,11.68
2404985,25-04-2017,35.03
2404985,01-05-2017,36.11
2404985,06-05-2017,27.08
2404985,07-05-2017,12.04
2404985,15-05-2017,15.05
2404985,28-05-2017,12.04
2404985,05-06-2017,15.5
2404985,02-07-2017,12.18
2404985,07-07-2017,12.18
2404985,24-07-2017,12.18
2404985,31-07-2017,11.64
2404985,06-08-2017,11.64
2404985,11-08-2017,11.64
2404985,15-08-2017,11.64
2404985,23-09-2017,11.54
2404985,27-09-2017,24.22
2404985,01-10-2017,11.81
2405431,19-02-2017,21.32
2405608,08-12-2016,211.03
2408828,28-11-2016,375.16
2408828,02-01-2017,96.38
2408828,05-05-2017,92.09
2408828,11-06-2017,91.97
2408828,14-07-2017,96.19
2410835,31-12-2016,20
2410835,01-01-2017,20
2411028,04-11-2016,14.6
2413487,27-02-2017,14.84
2413487,16-09-2017,12.12
2415118,06-02-2017,1125.51
2415118,07-02-2017,2251.02
2415431,24-10-2016,17.05
2415431,26-03-2017,21.83
2421943,31-03-2017,17.05
2423959,29-01-2017,17.82
2425054,30-11-2016,42.63
2425054,07-01-2017,85.81
2425054,20-01-2017,42.91
2426678,24-04-2017,17.82
2429689,12-11-2016,11.68
2429689,16-11-2016,11.68
2429689,17-11-2016,11.68
2429689,18-11-2016,11.68
2429689,30-11-2016,11.68
2429689,01-12-2016,12.04
2429689,05-12-2016,12.04
2429689,08-12-2016,12.04
2429689,09-12-2016,18.05
2436183,13-12-2016,20
2441770,26-04-2017,20
2441770,09-06-2017,20
2441770,03-07-2017,20
2445993,08-04-2017,25.58
2449582,18-01-2017,20
2449582,19-01-2017,20
2449582,21-01-2017,20
2449582,23-01-2017,20
2449582,24-01-2017,20
2449582,26-01-2017,20
2449582,30-01-2017,40
2451447,15-01-2017,26.27
2451447,16-01-2017,64.23
2455364,23-01-2017,120
2457022,08-10-2016,11.68
2457022,09-10-2016,14.6
2459017,14-12-2016,14.6
2459017,17-12-2016,11.68
2459017,31-12-2016,12.04
2459297,16-01-2017,17.05
2459297,22-03-2017,17.09
2461382,28-10-2016,30
2461382,31-10-2016,30
2461382,04-11-2016,30
2468257,22-04-2017,18.76
2468257,04-06-2017,19.27
2468257,05-06-2017,192.69
2468257,12-07-2017,46.27
2468599,19-03-2017,11.68
2468599,14-06-2017,12.4
2468599,01-07-2017,12.18
2473815,16-02-2017,29.84
2476368,25-03-2017,35.03
2476368,31-03-2017,11.68
2476368,29-04-2017,12.04
2476368,30-04-2017,12.04
2476368,01-05-2017,24.07
2476368,21-07-2017,11.64
2476389,08-12-2016,59.69
2476389,12-09-2017,17.54
2478833,18-03-2017,11.68
2479655,15-12-2016,34.11
2479767,11-12-2016,30
2479767,12-12-2016,30
2479767,13-12-2016,30
2480342,06-05-2017,11.68
2480421,12-11-2016,20
2480421,13-11-2016,35
2480421,18-12-2016,60
2480421,05-09-2017,20
2480861,30-10-2016,20
2480861,22-01-2017,20
2480861,18-03-2017,40
2480861,05-07-2017,20
2481968,05-04-2017,60
2490187,28-11-2016,34.11
2492708,18-10-2016,11.68
2492708,19-11-2016,12.04
2492708,06-12-2016,15.05
2492708,12-12-2016,15.5
2501149,19-04-2017,11.68
2501149,22-04-2017,14.6
2501149,20-08-2017,11.64
2501149,22-09-2017,11.54
2502085,15-02-2017,11.68
2506080,14-03-2017,20
2507348,25-10-2016,40
2507348,26-10-2016,40
2507348,30-10-2016,20
2507348,17-12-2016,20
2507348,25-12-2016,20
2507348,14-01-2017,20
2507348,18-01-2017,95
2507397,13-11-2016,11.68
2516191,26-02-2017,17.05
2517407,17-12-2016,17.05
2521896,28-11-2016,20
2521896,19-05-2017,20
2521896,21-05-2017,20
2527115,28-04-2017,17.05
2528604,15-04-2017,11.68
2528604,16-05-2017,12.04
2528604,17-05-2017,12.04
2528604,18-05-2017,15.05
2528604,04-07-2017,12.4
2533251,23-02-2017,11.68
2533251,26-02-2017,11.68
2533251,27-02-2017,11.68
2533304,15-11-2016,17.82
2534176,23-10-2016,17.05
2534176,05-03-2017,17.47
2534176,21-06-2017,18.42
2534840,21-10-2016,85.27
2534840,24-10-2016,34.11
2534840,16-11-2016,42.63
2534840,17-11-2016,257.44
2534840,18-11-2016,257.44
2534840,19-11-2016,128.72
2534840,20-11-2016,85.81
2534840,22-11-2016,42.91
2534840,26-11-2016,42.91
2534840,28-11-2016,17.16
2534840,30-11-2016,42.91
2534840,02-12-2016,128.72
2534840,05-12-2016,85.81
2534840,08-12-2016,42.91
2534840,19-12-2016,128.15
2534840,25-12-2016,42.72
2534840,28-12-2016,42.72
2534840,30-12-2016,42.72
2534840,27-01-2017,42.53
2534840,10-02-2017,42.53
2534840,12-02-2017,42.53
2534840,22-02-2017,42.23
2534840,24-03-2017,43.66
2534840,17-07-2017,44.12
2534840,21-07-2017,44.12
2534946,02-03-2017,17.05
2536975,05-01-2017,20
2536975,15-05-2017,20
2536975,20-05-2017,230
2536975,13-06-2017,20
2536975,15-06-2017,20
2536975,26-06-2017,20
2536975,03-07-2017,20
2536975,09-07-2017,20
2536975,13-07-2017,30
2536975,21-07-2017,50
2536975,31-07-2017,50
2536975,07-08-2017,20
2536975,09-08-2017,20
2536975,15-08-2017,20
2536975,16-08-2017,20
2536975,25-08-2017,20
2536975,29-08-2017,20
2536975,07-09-2017,20
2536975,22-09-2017,20
2541944,17-03-2017,42.63
2548544,10-12-2016,20
2548544,12-12-2016,20
2548544,24-12-2016,20
2552522,10-02-2017,11.68
2552522,11-03-2017,12.04
2552522,14-07-2017,17.3
2552530,27-12-2016,20
2552530,06-06-2017,25
2552530,03-08-2017,40
2552897,11-12-2016,20
2552897,13-12-2016,20
2552897,30-01-2017,20
2557936,21-10-2016,17.05
2561738,04-11-2016,20
2561738,28-01-2017,60
2563136,19-02-2017,20
2564032,28-12-2016,35.63
2564032,24-02-2017,17.88
2564032,27-06-2017,18.24
2567771,02-01-2017,28.14
2567771,10-01-2017,24.09
2567771,07-02-2017,24.09
2567771,08-08-2017,39.87
2569523,31-03-2017,17.05
2569523,04-04-2017,21.45
2573637,26-02-2017,25
2573637,09-06-2017,25
2573637,14-09-2017,25
2574004,23-12-2016,17.05
2574004,12-01-2017,17.16
2574004,22-01-2017,17.16
2574004,21-03-2017,17.01
2574004,24-05-2017,17.47
2575666,09-01-2017,35.63
2581101,05-02-2017,150
2592877,13-11-2016,11.68
2592877,06-06-2017,12.13
2592877,08-06-2017,12.13
2593187,10-03-2017,30
2595569,27-10-2016,310
2602889,13-01-2017,89.08
2602889,15-01-2017,267.24
2602889,16-01-2017,89.08
2602889,04-09-2017,18.76
2607474,31-12-2016,17.82
2607761,03-11-2016,53.45
2607761,05-11-2016,44.54
2612254,08-04-2017,17.05
2616277,03-04-2017,17.05
2618666,11-04-2017,11.68
2626453,25-12-2016,20
2626453,23-06-2017,20
2626453,02-07-2017,20
2629250,19-01-2017,20
2630876,04-03-2017,20
2636687,30-10-2016,100
2636687,30-11-2016,20
2636687,14-12-2016,60
2637730,06-02-2017,25.58
2640829,01-04-2017,12.06
2641096,26-02-2017,17.05
2662032,15-11-2016,17.82
2662655,13-12-2016,11.68
2662655,23-05-2017,14.42
2669909,26-01-2017,20
2680188,09-04-2017,20
2685424,21-03-2017,18.76
2696378,05-01-2017,167
2696378,04-08-2017,120
2696378,05-08-2017,300
2696378,09-08-2017,30
2696378,16-08-2017,60
2696378,21-08-2017,23
2696378,05-09-2017,340
2696378,06-09-2017,55
2696378,07-09-2017,40
2696378,09-09-2017,120
2696378,10-09-2017,215
2696378,11-09-2017,75
2696378,12-09-2017,90
2697363,21-03-2017,17.05
2697363,22-03-2017,17.05
2697363,30-03-2017,17.05
2697363,04-05-2017,17.09
2702483,01-04-2017,11.68
2702584,25-11-2016,20
2702584,27-01-2017,20
2702584,10-02-2017,20
2702584,26-05-2017,20
2702584,12-07-2017,20
2702584,08-09-2017,20
2705827,30-01-2017,17.05
2705827,18-02-2017,17.16
2705827,19-02-2017,17.16
2705827,26-02-2017,17.16
2705827,05-03-2017,17.09
2705827,12-03-2017,17.09
2705827,13-03-2017,17.09
2705827,26-03-2017,17.09
2705827,28-03-2017,17.09
2705827,09-04-2017,42.53
2705827,30-04-2017,17.01
2705827,10-07-2017,17.56
2705827,25-09-2017,43.28
2706490,28-12-2016,23.45
2706490,29-12-2016,23.45
2706490,30-12-2016,18.76
2706490,31-12-2016,23.45
2706490,16-01-2017,62.65
2706490,17-01-2017,19.28
2706490,03-02-2017,19.28
2706490,05-02-2017,43.37
2706490,06-02-2017,38.54
2706490,07-02-2017,24.09
2706490,15-04-2017,22.52
2706490,29-04-2017,18.02
2706490,02-05-2017,18.02
2713833,16-10-2016,20.44
2713833,18-10-2016,23.35
2713833,22-10-2016,29.19
2714048,25-12-2016,17.05
2716218,25-04-2017,20
2718264,04-12-2016,14.6
2718264,09-12-2016,15.05
2718264,10-12-2016,12.04
2718264,27-01-2017,18.6
2718264,20-09-2017,14.41
2720868,21-01-2017,60
2722316,10-11-2016,34.11
2731503,08-11-2016,20
2733222,12-01-2017,50
2734480,27-01-2017,20
2734480,28-01-2017,20
2734480,19-03-2017,40
2734480,20-03-2017,20
2734480,31-07-2017,20
2740837,13-03-2017,17.05
2740837,13-05-2017,17.09
2742213,01-04-2017,17.05
2744665,14-01-2017,20
2744665,04-03-2017,25
2750797,06-10-2016,17.82
2750953,19-04-2017,11.68
2753285,11-04-2017,20
2757845,21-12-2016,17.05
2759032,10-04-2017,25
2764090,13-10-2016,17.05
2765776,30-09-2016,11.68
2765776,24-12-2016,12.18
2765776,24-02-2017,11.54
2765776,18-05-2017,12.13
2769588,17-11-2016,20
2770788,15-02-2017,20
2776244,18-03-2017,16.2
2777241,08-10-2016,20
2780035,19-03-2017,17.05
2786760,14-01-2017,20
2786760,15-01-2017,20
2786760,02-03-2017,40
2786760,03-03-2017,130
2786760,14-03-2017,26
2786760,15-03-2017,170
2786760,16-03-2017,130
2786760,27-03-2017,20
2787664,22-10-2016,60
2787664,06-11-2016,140
2787664,21-05-2017,60
2787664,28-05-2017,20
2787664,04-07-2017,300
2787664,05-07-2017,210
2789085,05-12-2016,17.05
2789085,30-12-2016,49.77
2789085,31-12-2016,55.78
2789085,01-01-2017,30.04
2789085,03-01-2017,25.74
2789085,07-01-2017,25.74
2789085,08-01-2017,30.04
2789085,15-02-2017,17.09
2789085,07-04-2017,25.34
2789085,13-05-2017,19.21
2789085,08-07-2017,22.39
2794303,23-11-2016,17.91
2794303,31-05-2017,22.39
2794303,11-06-2017,19.71
2794303,12-06-2017,17.91
2794303,02-07-2017,36.83
2794303,05-07-2017,23.02
2794303,29-07-2017,22.06
2799758,30-10-2016,17.05
2799758,30-06-2017,18.42
2802960,19-01-2017,11.68
2807685,24-01-2017,17.05
2809494,02-12-2016,23.45
2809494,03-12-2016,18.76
2814110,20-10-2016,21.32
2814110,22-12-2016,25.63
2814110,13-01-2017,21.26
2814110,21-01-2017,21.26
2814110,23-01-2017,59.54
2814110,24-01-2017,25.52
2814110,11-02-2017,17.01
2814110,12-02-2017,38.28
2814110,22-02-2017,16.89
2814110,23-02-2017,38.01
2814110,14-03-2017,40.05
2814110,15-03-2017,26.2
2814110,17-03-2017,17.47
2814110,18-03-2017,43.66
2814110,27-03-2017,48.03
2814110,14-04-2017,21.95
2814110,19-06-2017,41.44
2814110,20-06-2017,18.42
2818155,20-02-2017,17.05
2818155,01-03-2017,17.05
2819359,28-02-2017,20
2819359,06-03-2017,40
2822348,02-01-2017,26.72
2822348,13-08-2017,46.89
2825390,05-11-2016,35.03
2830314,20-02-2017,20
2832828,05-02-2017,46.71
2832828,05-03-2017,12.04
2832828,28-03-2017,12.4
2832828,30-03-2017,12.4
2832828,18-04-2017,12.4
2832828,20-04-2017,12.4
2832828,30-04-2017,12.18
2832828,01-05-2017,12.18
2832828,20-06-2017,34.92
2832828,21-06-2017,23.28
2833095,20-10-2016,11.68
2836280,23-02-2017,17.05
2840724,07-04-2017,11.68
2840724,11-04-2017,29.19
2843558,02-01-2017,17.05
2843558,19-07-2017,17.56
2847340,24-11-2016,20
2851060,11-02-2017,21.32
2852418,18-03-2017,17.82
2852677,12-01-2017,11.68
2852848,07-03-2017,17.82
2853221,17-04-2017,150
2853221,09-05-2017,50
2853221,10-05-2017,230
2853491,12-03-2017,17.82
2855048,31-01-2017,17.05
2855048,07-06-2017,16.89
2855048,12-09-2017,18.42
2856562,26-10-2016,20
2856562,20-06-2017,20
2856562,22-07-2017,50
2856562,16-08-2017,50
2856562,31-08-2017,30
2857211,22-11-2016,21.32
2857761,29-12-2016,12.26
2857812,17-02-2017,20
2865741,24-11-2016,17.82
2868915,06-03-2017,25.58
2870069,22-03-2017,23.35
2870069,23-03-2017,11.68
2875967,30-03-2017,20
2876201,29-01-2017,20
2876201,27-08-2017,50
2876201,13-09-2017,25
2882727,14-11-2016,23.35
2883613,15-11-2016,42.63
2885662,17-04-2017,28.14
2885733,19-01-2017,20
2885733,21-01-2017,280
2886252,15-04-2017,11.68
2887465,31-12-2016,20
2888060,23-10-2016,17.52
2891618,09-02-2017,17.05
2892859,01-03-2017,17.05
2896586,27-12-2016,11.68
2897882,31-12-2016,23.45
2897882,02-02-2017,120.47
2897892,22-12-2016,11.68
2898702,12-02-2017,85.27
2898702,25-08-2017,44.79
2898702,02-09-2017,22.39
2898702,23-09-2017,18.42
2898702,26-09-2017,23.02
2899813,11-12-2016,17.05
2899813,25-12-2016,25.58
2899813,26-12-2016,179.06
2899813,08-08-2017,27.62
2899813,10-08-2017,257.83
2899813,15-08-2017,322.28
2899813,29-08-2017,142.73
2901839,25-10-2016,17.05
2903237,21-12-2016,23.35
2904486,08-02-2017,42.63
2904486,11-02-2017,42.63
2904486,18-03-2017,128.72
2904486,19-03-2017,42.72
2904486,26-03-2017,21.36
2904486,30-03-2017,76.89
2904486,07-07-2017,23.58
2912400,20-10-2016,25.58
2912400,05-07-2017,44.12
2912400,18-07-2017,44.12
2912400,02-08-2017,35.08
2912964,02-04-2017,17.52
2915729,26-12-2016,14.6
2915729,20-01-2017,12.04
2918353,15-12-2016,20
2921641,01-02-2017,17.05
2922555,17-02-2017,11.68
