UserId,SendDate,OfferId,UserId,Date,Revenue
1336967,2016-12-13,3,1336967,2016-12-12,20
1339829,2017-02-19,1,1339829,2017-02-19,17.05
1417297,2017-04-16,8,1417297,2017-04-16,11.68
1610096,2017-09-07,10,1610096,2017-09-06,100
1617757,2017-03-13,9,1617757,2017-03-13,11.68
1629211,2016-11-23,8,1629211,2016-11-23,55
1629211,2017-02-05,3,1629211,2017-02-04,30
1629211,2017-03-21,5,1629211,2017-03-21,201
1629211,2017-03-23,3,1629211,2017-03-22,200
1629211,2017-03-23,3,1629211,2017-03-23,300
1629211,2017-04-08,4,1629211,2017-04-07,194
1629211,2017-04-08,4,1629211,2017-04-08,23.9
1629211,2017-04-10,1,1629211,2017-04-09,331
1629211,2017-04-10,1,1629211,2017-04-10,50
1629211,2017-04-16,2,1629211,2017-04-15,21
1629211,2017-04-20,7,1629211,2017-04-20,41
1629211,2017-07-11,6,1629211,2017-07-11,24
1632830,2016-12-19,7,1632830,2016-12-18,20
1694925,2017-04-06,5,1694925,2017-04-05,20
1708806,2017-04-28,10,1708806,2017-04-27,20
1708806,2017-04-28,10,1708806,2017-04-28,20
1708806,2017-04-30,7,1708806,2017-04-29,20
1728899,2017-01-04,3,1728899,2017-01-03,12.4
1792875,2016-12-19,1,1792875,2016-12-18,18.18
1792875,2017-04-22,7,1792875,2017-04-21,17.87
1792875,2017-06-11,7,1792875,2017-06-11,18.76
1816994,2017-09-07,6,1816994,2017-09-07,20
1829794,2017-01-04,8,1829794,2017-01-04,11.68
1829794,2017-07-11,9,1829794,2017-07-11,11.81
1862459,2016-12-05,5,1862459,2016-12-05,11.68
1875951,2017-04-28,2,1875951,2017-04-27,20
1905665,2017-09-13,1,1905665,2017-09-13,17.91
1909115,2017-05-28,7,1909115,2017-05-28,14.76
1915977,2017-01-16,1,1915977,2017-01-16,17.05
1938362,2017-03-09,2,1938362,2017-03-09,20
1938362,2017-07-03,2,1938362,2017-07-03,20
1978075,2017-01-12,8,1978075,2017-01-11,20
1978075,2017-07-11,7,1978075,2017-07-10,20
1984574,2017-07-13,8,1984574,2017-07-12,20
1997883,2017-03-27,1,1997883,2017-03-26,30
2000801,2017-09-23,5,2000801,2017-09-23,20
2003057,2017-03-15,7,2003057,2017-03-14,17.05
2016940,2017-01-16,6,2016940,2017-01-16,20
2025406,2017-07-19,6,2025406,2017-07-18,40
2034938,2017-05-24,9,2034938,2017-05-24,20
2055007,2017-05-28,3,2055007,2017-05-27,69.87
2088598,2017-01-20,6,2088598,2017-01-20,20
2098285,2017-03-21,3,2098285,2017-03-21,20
2100379,2016-12-23,7,2100379,2016-12-22,17.05
2106398,2017-01-04,1,2106398,2017-01-04,18.76
2109393,2017-05-06,5,2109393,2017-05-06,20
2122510,2017-03-01,10,2122510,2017-03-01,20
2127797,2017-08-08,10,2127797,2017-08-07,20
2127797,2017-08-08,10,2127797,2017-08-08,20
2165883,2017-04-22,10,2165883,2017-04-21,17.16
2166080,2017-05-24,2,2166080,2017-05-23,17.09
2181012,2017-04-20,2,2181012,2017-04-19,21.36
2216504,2016-11-25,6,2216504,2016-11-25,18.76
2237805,2017-06-21,8,2237805,2017-06-20,51.03
2244189,2017-06-19,10,2244189,2017-06-18,50
2244189,2017-06-19,10,2244189,2017-06-19,50
2256599,2016-11-29,4,2256599,2016-11-28,18.18
2325333,2016-12-07,7,2325333,2016-12-06,20
2325333,2017-01-02,2,2325333,2017-01-01,20
2341733,2017-04-30,8,2341733,2017-04-30,20
2350434,2017-04-30,8,2350434,2017-04-30,20
2351823,2017-05-03,8,2351823,2017-05-02,17.05
2351823,2017-07-18,4,2351823,2017-07-18,17.01
2354348,2016-11-27,6,2354348,2016-11-26,40
2354348,2016-12-31,10,2354348,2016-12-31,25
2354348,2017-01-14,3,2354348,2017-01-14,20
2354348,2017-04-10,5,2354348,2017-04-10,20
2354348,2017-05-14,4,2354348,2017-05-14,20
2354348,2017-05-18,8,2354348,2017-05-17,195
2370996,2016-11-29,4,2370996,2016-11-29,17.82
2380111,2016-11-23,6,2380111,2016-11-22,20
2383195,2016-12-15,1,2383195,2016-12-14,87.58
2395601,2017-03-19,2,2395601,2017-03-18,20
2402571,2017-02-09,3,2402571,2017-02-09,20
2402571,2017-02-11,5,2402571,2017-02-10,20
2402571,2017-02-11,5,2402571,2017-02-11,20
2404985,2017-05-08,2,2404985,2017-05-07,12.04
2408828,2017-05-06,4,2408828,2017-05-05,92.09
2408828,2017-06-11,7,2408828,2017-06-11,91.97
2425054,2017-01-20,6,2425054,2017-01-20,42.91
2449582,2017-01-18,5,2449582,2017-01-18,20
2449582,2017-01-24,10,2449582,2017-01-23,20
2449582,2017-01-24,10,2449582,2017-01-24,20
2449582,2017-01-26,7,2449582,2017-01-26,20
2459017,2016-12-15,9,2459017,2016-12-14,14.6
2468257,2017-06-04,2,2468257,2017-06-04,19.27
2468599,2017-07-02,9,2468599,2017-07-01,12.18
2476368,2017-04-01,10,2476368,2017-03-31,11.68
2476368,2017-04-29,7,2476368,2017-04-29,12.04
2480861,2017-07-05,9,2480861,2017-07-05,20
2490187,2016-11-29,4,2490187,2016-11-28,34.11
2492708,2016-12-13,8,2492708,2016-12-12,15.5
2501149,2017-04-22,8,2501149,2017-04-22,14.6
2533251,2017-02-23,8,2533251,2017-02-23,11.68
2534840,2016-11-27,3,2534840,2016-11-26,42.91
2534840,2016-12-19,9,2534840,2016-12-19,128.15
2534840,2016-12-29,8,2534840,2016-12-28,42.72
2534946,2017-03-03,8,2534946,2017-03-02,17.05
2536975,2017-05-20,6,2536975,2017-05-20,230
2536975,2017-06-27,7,2536975,2017-06-26,20
2536975,2017-08-10,1,2536975,2017-08-09,20
2536975,2017-08-16,7,2536975,2017-08-15,20
2536975,2017-08-16,7,2536975,2017-08-16,20
2552530,2016-12-27,1,2552530,2016-12-27,20
2563136,2017-02-19,6,2563136,2017-02-19,20
2567771,2017-01-02,3,2567771,2017-01-02,28.14
2567771,2017-08-08,1,2567771,2017-08-08,39.87
2573637,2017-06-09,2,2573637,2017-06-09,25
2592877,2017-06-09,1,2592877,2017-06-08,12.13
2602889,2017-01-16,7,2602889,2017-01-15,267.24
2602889,2017-01-16,7,2602889,2017-01-16,89.08
2602889,2017-09-05,8,2602889,2017-09-04,18.76
2662655,2016-12-13,5,2662655,2016-12-13,11.68
2669909,2017-01-26,9,2669909,2017-01-26,20
2697363,2017-05-05,8,2697363,2017-05-04,17.09
2702584,2017-01-28,6,2702584,2017-01-27,20
2702584,2017-05-26,4,2702584,2017-05-26,20
2705827,2017-02-19,6,2705827,2017-02-18,17.16
2705827,2017-02-19,6,2705827,2017-02-19,17.16
2705827,2017-03-13,1,2705827,2017-03-12,17.09
2705827,2017-03-13,1,2705827,2017-03-13,17.09
2706490,2017-04-16,1,2706490,2017-04-15,22.52
2716218,2017-04-25,8,2716218,2017-04-25,20
2718264,2016-12-11,7,2718264,2016-12-10,12.04
2742213,2017-04-02,9,2742213,2017-04-01,17.05
2765776,2016-12-25,8,2765776,2016-12-24,12.18
2770788,2017-02-15,5,2770788,2017-02-15,20
2776244,2017-03-18,3,2776244,2017-03-18,16.2
2794303,2017-06-01,10,2794303,2017-05-31,22.39
2802960,2017-01-20,9,2802960,2017-01-19,11.68
2809494,2016-12-03,2,2809494,2016-12-02,23.45
2809494,2016-12-03,2,2809494,2016-12-03,18.76
2814110,2017-01-14,3,2814110,2017-01-13,21.26
2814110,2017-01-22,1,2814110,2017-01-21,21.26
2814110,2017-02-13,5,2814110,2017-02-12,38.28
2818155,2017-03-02,8,2818155,2017-03-01,17.05
2819359,2017-03-06,3,2819359,2017-03-06,40
2822348,2017-01-02,1,2822348,2017-01-02,26.72
2830314,2017-02-20,5,2830314,2017-02-20,20
2832828,2017-02-05,7,2832828,2017-02-05,46.71
2832828,2017-04-18,10,2832828,2017-04-18,12.4
2840724,2017-04-07,10,2840724,2017-04-07,11.68
2853491,2017-03-12,7,2853491,2017-03-12,17.82
2856562,2017-06-21,5,2856562,2017-06-20,20
2856562,2017-09-01,5,2856562,2017-08-31,30
2857211,2016-11-23,6,2857211,2016-11-22,21.32
2868915,2017-03-06,2,2868915,2017-03-06,25.58
2870069,2017-03-23,1,2870069,2017-03-22,23.35
2870069,2017-03-23,1,2870069,2017-03-23,11.68
2875967,2017-03-30,9,2875967,2017-03-30,20
2876201,2017-01-30,9,2876201,2017-01-29,20
2876201,2017-08-28,4,2876201,2017-08-27,50
2885733,2017-01-20,7,2885733,2017-01-19,20
2885733,2017-01-22,10,2885733,2017-01-21,280
2892859,2017-03-02,4,2892859,2017-03-01,17.05
2897882,2017-02-03,8,2897882,2017-02-02,120.47
2898702,2017-09-24,8,2898702,2017-09-23,18.42
2899813,2016-12-25,9,2899813,2016-12-25,25.58
2899813,2017-08-08,3,2899813,2017-08-08,27.62
2912964,2017-04-03,5,2912964,2017-04-02,17.52
2929365,2017-04-22,1,2929365,2017-04-21,45
2934992,2016-12-19,3,2934992,2016-12-19,17.91
2938533,2017-01-12,8,2938533,2017-01-12,20
2939489,2017-04-08,8,2939489,2017-04-07,17.05
2942865,2017-04-21,10,2942865,2017-04-20,20
2951167,2016-12-21,6,2951167,2016-12-20,21.36
2951167,2017-01-26,4,2951167,2017-01-25,42.53
2952564,2017-03-18,8,2952564,2017-03-17,17.05
2952929,2017-04-25,5,2952929,2017-04-25,22.27
2953070,2016-12-13,4,2953070,2016-12-12,35.63
2953070,2017-01-14,3,2953070,2017-01-13,45.45
2956741,2016-12-23,7,2956741,2016-12-22,20
2956759,2017-01-09,10,2956759,2017-01-08,11.68
2956767,2017-02-22,9,2956767,2017-02-21,18.76
2956880,2016-12-09,7,2956880,2016-12-08,17.82
2956880,2016-12-29,7,2956880,2016-12-29,18.18
2957219,2017-05-14,4,2957219,2017-05-14,11.81
2957231,2017-01-14,8,2957231,2017-01-14,17.82
2957850,2017-03-23,1,2957850,2017-03-22,17.05
2958187,2017-03-19,7,2958187,2017-03-18,12.07
2958688,2017-04-15,4,2958688,2017-04-15,20
2959194,2017-02-14,1,2959194,2017-02-14,18.76
2960835,2017-09-29,3,2960835,2017-09-28,15.16
2960927,2017-03-13,7,2960927,2017-03-13,20
2961079,2017-01-30,6,2961079,2017-01-30,11.59
2962012,2016-12-03,6,2962012,2016-12-02,11.68
2962012,2016-12-03,6,2962012,2016-12-03,23.35
2962253,2017-03-03,5,2962253,2017-03-02,17.05
2962802,2017-03-30,5,2962802,2017-03-29,18.76
2964936,2017-01-25,5,2964936,2017-01-25,11.68
2965104,2016-11-23,2,2965104,2016-11-22,11.68
2967830,2016-12-21,4,2967830,2016-12-20,20
2968000,2016-12-23,1,2968000,2016-12-23,30
2968390,2017-03-02,6,2968390,2017-03-01,17.05
2968896,2017-06-17,2,2968896,2017-06-16,20
2970578,2017-05-10,9,2970578,2017-05-10,20
2974225,2017-09-27,5,2974225,2017-09-27,20
2976629,2016-12-13,4,2976629,2016-12-13,12.04
2979028,2016-11-29,8,2979028,2016-11-28,48.19
2985309,2017-01-11,5,2985309,2017-01-11,11.68
2986320,2017-04-15,4,2986320,2017-04-15,30
2994392,2017-05-04,8,2994392,2017-05-04,12.04
2994392,2017-08-08,2,2994392,2017-08-07,11.64
2994717,2016-11-27,8,2994717,2016-11-27,234.48
2994717,2016-11-29,4,2994717,2016-11-28,96.38
2995333,2017-03-18,3,2995333,2017-03-18,18.76
2995333,2017-09-12,1,2995333,2017-09-11,18.39
2995838,2017-01-09,6,2995838,2017-01-09,20
2995890,2017-01-24,2,2995890,2017-01-24,20
2996186,2017-02-18,5,2996186,2017-02-17,20
2996186,2017-09-14,4,2996186,2017-09-13,20
2996895,2016-12-28,3,2996895,2016-12-27,21.32
2996948,2017-02-26,10,2996948,2017-02-26,40.87
2996948,2017-07-02,10,2996948,2017-07-01,11.54
2997970,2017-03-08,9,2997970,2017-03-08,2344.82
2998539,2017-03-26,1,2998539,2017-03-26,20
2998539,2017-08-05,2,2998539,2017-08-04,20
2998539,2017-08-17,8,2998539,2017-08-16,20
2998565,2016-11-23,9,2998565,2016-11-22,445.41
2998965,2017-04-02,5,2998965,2017-04-02,11.68
3006434,2016-12-21,8,3006434,2016-12-21,19.61
3006434,2016-12-23,5,3006434,2016-12-22,17.05
3008858,2016-11-29,8,3008858,2016-11-28,22.27
3009562,2017-03-11,8,3009562,2017-03-10,23.35
3010930,2017-04-16,2,3010930,2017-04-15,52.4
3012899,2016-12-23,6,3012899,2016-12-23,20
3020979,2017-01-02,6,3020979,2017-01-02,25
3020979,2017-08-18,8,3020979,2017-08-17,50
3020979,2017-08-18,8,3020979,2017-08-18,50
3025271,2016-12-15,5,3025271,2016-12-15,2387.45
3025271,2017-01-04,8,3025271,2017-01-04,55.78
3030958,2017-04-13,10,3030958,2017-04-13,89.08
3031672,2017-03-02,4,3031672,2017-03-01,25.58
3035740,2017-01-22,10,3035740,2017-01-21,20
3036067,2017-03-28,1,3036067,2017-03-28,12.04
3042836,2017-01-11,5,3042836,2017-01-10,17.05
3042836,2017-01-13,2,3042836,2017-01-12,17.16
3051535,2016-12-01,6,3051535,2016-12-01,40
3051535,2017-02-21,8,3051535,2017-02-20,20
3051980,2017-06-03,2,3051980,2017-06-02,22.34
3054433,2017-03-12,7,3054433,2017-03-11,11.68
3055129,2017-08-01,10,3055129,2017-07-31,100
3055129,2017-08-27,5,3055129,2017-08-27,20
3055852,2017-03-18,6,3055852,2017-03-18,25.58
3056484,2017-02-14,5,3056484,2017-02-14,21.32
3056498,2017-06-07,8,3056498,2017-06-07,102.07
3056498,2017-08-10,7,3056498,2017-08-09,126.63
3056498,2017-09-05,8,3056498,2017-09-05,92.17
3058109,2017-04-24,8,3058109,2017-04-23,11.54
3059771,2017-02-16,1,3059771,2017-02-15,20
3060170,2016-12-21,4,3060170,2016-12-20,11.68
3064994,2016-12-09,7,3064994,2016-12-09,46.9
3066027,2017-01-02,2,3066027,2017-01-01,50
3066356,2017-01-24,9,3066356,2017-01-23,17.05
3066356,2017-01-24,9,3066356,2017-01-24,42.63
3070517,2017-04-15,5,3070517,2017-04-14,20
3071647,2016-12-22,7,3071647,2016-12-21,17.05
3071810,2017-03-26,10,3071810,2017-03-26,18.76
3071904,2017-02-12,4,3071904,2017-02-12,20
3072094,2017-03-02,3,3072094,2017-03-01,20
3072094,2017-03-04,8,3072094,2017-03-04,30
3072094,2017-08-07,7,3072094,2017-08-07,20
3072094,2017-08-17,1,3072094,2017-08-16,25
3072256,2017-03-19,10,3072256,2017-03-18,17.05
3072256,2017-04-20,10,3072256,2017-04-19,21.45
3072883,2017-03-06,10,3072883,2017-03-06,21.32
3072883,2017-05-11,4,3072883,2017-05-11,21.36
3073124,2016-12-08,2,3073124,2016-12-07,40
3073124,2017-01-09,8,3073124,2017-01-09,24
3073525,2017-03-16,10,3073525,2017-03-16,11.68
3073908,2017-05-02,4,3073908,2017-05-02,40
3077615,2016-12-01,7,3077615,2016-12-01,11.68
3085378,2016-12-28,3,3085378,2016-12-28,11.68
3086625,2016-12-19,7,3086625,2016-12-18,20
3089985,2017-02-08,8,3089985,2017-02-08,11.68
3089985,2017-02-14,2,3089985,2017-02-13,23.35
3090870,2017-03-16,10,3090870,2017-03-15,93.79
3094562,2017-02-09,7,3094562,2017-02-09,20
3101127,2016-12-03,1,3101127,2016-12-02,11.68
3101787,2017-03-14,3,3101787,2017-03-14,447.65
3101787,2017-07-28,1,3101787,2017-07-27,489.04
3101926,2016-12-20,1,3101926,2016-12-20,17.05
3103512,2016-12-21,6,3103512,2016-12-20,17.05
3103784,2017-01-14,10,3103784,2017-01-13,17.01
3108588,2016-12-03,2,3108588,2016-12-03,21.32
3109667,2017-03-16,4,3109667,2017-03-16,17.16
3114216,2017-02-01,7,3114216,2017-02-01,11.68
3114676,2016-12-24,4,3114676,2016-12-23,20
3114676,2016-12-24,4,3114676,2016-12-24,20
3114891,2017-02-06,2,3114891,2017-02-05,40
3115226,2016-12-04,4,3115226,2016-12-04,25
3116422,2017-02-28,4,3116422,2017-02-28,29.19
3120133,2016-12-16,10,3120133,2016-12-16,42.63
3120133,2017-07-30,4,3120133,2017-07-29,17.91
3120133,2017-09-08,1,3120133,2017-09-08,18.42
3120838,2017-03-08,8,3120838,2017-03-07,80
3121422,2016-12-12,7,3121422,2016-12-12,20
3121422,2017-03-14,8,3121422,2017-03-14,40
3121422,2017-03-18,6,3121422,2017-03-18,60
3121422,2017-03-24,7,3121422,2017-03-23,20
3121422,2017-03-24,7,3121422,2017-03-24,67
3121422,2017-04-01,10,3121422,2017-04-01,180
3121422,2017-04-01,10,3121422,2017-03-31,20
3121422,2017-04-03,1,3121422,2017-04-02,205
3121422,2017-04-03,1,3121422,2017-04-03,120
3121422,2017-04-07,7,3121422,2017-04-07,95
3121422,2017-04-07,7,3121422,2017-04-06,60
3121422,2017-06-14,1,3121422,2017-06-13,20
3121422,2017-06-14,1,3121422,2017-06-14,40
3121422,2017-06-16,5,3121422,2017-06-15,20
3121422,2017-06-28,3,3121422,2017-06-27,30
3121422,2017-06-28,3,3121422,2017-06-28,50
3121422,2017-07-26,3,3121422,2017-07-25,20
3121422,2017-07-26,3,3121422,2017-07-26,100
3121422,2017-08-19,3,3121422,2017-08-18,30
3133005,2017-02-20,10,3133005,2017-02-20,20
3133639,2016-12-03,1,3133639,2016-12-03,17.05
3133667,2016-12-15,5,3133667,2016-12-15,804.77
3133694,2016-12-03,1,3133694,2016-12-02,24.3
3134113,2017-01-07,8,3134113,2017-01-06,11.68
3134113,2017-01-07,8,3134113,2017-01-07,35.03
3134113,2017-01-15,1,3134113,2017-01-14,11.68
3134113,2017-01-15,1,3134113,2017-01-15,11.68
3134138,2016-12-10,1,3134138,2016-12-09,35.63
3134405,2017-01-23,8,3134405,2017-01-22,30
3134832,2017-02-03,5,3134832,2017-02-03,11.68
3135013,2017-01-03,1,3135013,2017-01-02,20
3135853,2017-01-01,4,3135853,2016-12-31,20
3135853,2017-01-01,4,3135853,2017-01-01,100
3136026,2016-12-28,1,3136026,2016-12-27,250
3136174,2016-12-14,8,3136174,2016-12-13,170.53
3136417,2017-03-26,5,3136417,2017-03-25,11.68
3136615,2017-03-24,8,3136615,2017-03-23,17.05
3136791,2016-12-14,4,3136791,2016-12-14,28
3136791,2016-12-22,10,3136791,2016-12-22,30
3136791,2017-02-16,10,3136791,2017-02-16,20
3136791,2017-02-22,9,3136791,2017-02-21,35
3136791,2017-02-22,9,3136791,2017-02-22,35
3136791,2017-04-23,10,3136791,2017-04-22,30
3136791,2017-04-23,10,3136791,2017-04-23,30
3136791,2017-06-16,4,3136791,2017-06-15,30
3136791,2017-06-18,1,3136791,2017-06-17,106
3136791,2017-06-18,1,3136791,2017-06-18,144
3136802,2017-03-22,9,3136802,2017-03-21,17.05
3136868,2017-01-09,9,3136868,2017-01-08,23.45
3136868,2017-09-30,10,3136868,2017-09-30,19.94
3137126,2016-11-25,6,3137126,2016-11-25,17.16
3137126,2017-01-26,4,3137126,2017-01-26,17.01
3137349,2017-09-05,10,3137349,2017-09-05,50
3137349,2017-09-09,1,3137349,2017-09-08,50
3137360,2017-01-17,8,3137360,2017-01-16,17.05
3137360,2017-07-06,4,3137360,2017-07-06,21.83
3137385,2017-01-23,5,3137385,2017-01-22,23.35
3137410,2017-04-24,7,3137410,2017-04-23,25
3137476,2017-01-23,8,3137476,2017-01-22,38.37
3137476,2017-01-23,8,3137476,2017-01-23,21.32
3137478,2017-01-05,8,3137478,2017-01-04,4007.5
3137478,2017-01-05,8,3137478,2017-01-05,596.86
3137478,2017-01-07,8,3137478,2017-01-06,1534.79
3137546,2016-12-08,2,3137546,2016-12-07,20
3137664,2017-06-21,8,3137664,2017-06-20,26.64
3137664,2017-06-21,8,3137664,2017-06-21,17.76
3137664,2017-06-29,5,3137664,2017-06-28,17.76
3137679,2017-04-24,3,3137679,2017-04-24,45.04
3137683,2016-11-26,2,3137683,2016-11-25,17.05
3137845,2017-01-29,1,3137845,2017-01-28,630
3137845,2017-01-31,4,3137845,2017-01-31,390
3137859,2016-12-12,10,3137859,2016-12-11,20
3137862,2017-01-13,2,3137862,2017-01-12,17.05
3137901,2017-01-26,10,3137901,2017-01-25,34.02
3137901,2017-01-26,10,3137901,2017-01-26,21.26
3137901,2017-02-09,3,3137901,2017-02-08,21.11
3137901,2017-02-13,10,3137901,2017-02-12,21.11
3137901,2017-02-15,3,3137901,2017-02-15,42.23
3137901,2017-02-25,10,3137901,2017-02-24,42.23
3137901,2017-02-25,10,3137901,2017-02-25,126.69
3137901,2017-03-01,7,3137901,2017-02-28,16.89
3137901,2017-03-01,7,3137901,2017-03-01,42.23
3137901,2017-03-05,4,3137901,2017-03-04,42.23
3137901,2017-03-07,4,3137901,2017-03-06,109.8
3137901,2017-03-07,4,3137901,2017-03-07,42.23
3137901,2017-03-13,4,3137901,2017-03-12,43.66
3137901,2017-03-15,2,3137901,2017-03-15,87.33
3137901,2017-03-27,7,3137901,2017-03-26,43.66
3137901,2017-04-02,1,3137901,2017-04-02,26.2
3137901,2017-04-24,9,3137901,2017-04-23,21.95
3137901,2017-04-26,2,3137901,2017-04-25,26.33
3137901,2017-04-26,2,3137901,2017-04-26,26.33
3137901,2017-04-28,2,3137901,2017-04-27,43.89
3137901,2017-05-08,4,3137901,2017-05-07,43.89
3137901,2017-05-08,4,3137901,2017-05-08,43.89
3137901,2017-05-30,9,3137901,2017-05-30,22.39
3137901,2017-06-09,6,3137901,2017-06-08,26.87
3137901,2017-06-29,1,3137901,2017-06-28,46.04
3137901,2017-06-29,1,3137901,2017-06-29,73.66
3137901,2017-07-05,8,3137901,2017-07-04,46.04
3137901,2017-07-05,8,3137901,2017-07-05,46.04
3137901,2017-07-29,2,3137901,2017-07-28,44.12
3137942,2016-12-29,8,3137942,2016-12-28,17.82
3138018,2017-03-02,3,3138018,2017-03-01,30
3138032,2017-01-08,6,3138032,2017-01-07,17.05
3138032,2017-01-24,5,3138032,2017-01-23,17.16
3138032,2017-01-28,1,3138032,2017-01-28,34.33
3138081,2017-01-14,3,3138081,2017-01-14,20
3138273,2017-02-22,6,3138273,2017-02-21,17.05
3138448,2017-01-11,10,3138448,2017-01-10,400
3138615,2017-03-03,9,3138615,2017-03-03,25
3138714,2017-07-25,7,3138714,2017-07-24,20
3138714,2017-08-08,2,3138714,2017-08-07,20
3138751,2017-01-14,3,3138751,2017-01-13,25.63
3138787,2016-12-21,1,3138787,2016-12-20,50
3138809,2016-12-04,4,3138809,2016-12-03,17.82
3138856,2017-02-24,4,3138856,2017-02-23,20
3138859,2016-12-22,7,3138859,2016-12-21,115
3138890,2017-04-18,9,3138890,2017-04-17,33.78
3138953,2016-11-23,4,3138953,2016-11-22,100
3139150,2017-01-29,3,3139150,2017-01-28,34.11
3139234,2017-01-26,9,3139234,2017-01-25,20
3139241,2017-05-01,7,3139241,2017-05-01,17.05
3139241,2017-06-08,8,3139241,2017-06-08,17.09
3139300,2017-01-24,6,3139300,2017-01-23,93.56
3139366,2017-01-04,8,3139366,2017-01-03,44.54
3139388,2016-12-18,4,3139388,2016-12-17,20
3139388,2016-12-20,1,3139388,2016-12-19,20
3139388,2017-01-05,4,3139388,2017-01-04,150
3139388,2017-01-19,5,3139388,2017-01-19,50
3139388,2017-01-23,8,3139388,2017-01-22,150
3139388,2017-02-08,1,3139388,2017-02-07,50
3139388,2017-02-12,1,3139388,2017-02-11,470
3139388,2017-03-16,6,3139388,2017-03-15,30
3139388,2017-03-30,3,3139388,2017-03-29,30
3139388,2017-05-01,1,3139388,2017-05-01,100
3139388,2017-05-01,1,3139388,2017-04-30,150
3139388,2017-05-05,1,3139388,2017-05-04,50
3139388,2017-05-09,2,3139388,2017-05-08,250
3139388,2017-05-13,3,3139388,2017-05-12,550
3139388,2017-05-17,7,3139388,2017-05-16,800
3139388,2017-05-17,7,3139388,2017-05-17,200
3139388,2017-06-12,4,3139388,2017-06-12,20
3139388,2017-07-14,2,3139388,2017-07-14,500
3139388,2017-08-11,7,3139388,2017-08-11,400
3139643,2016-11-29,7,3139643,2016-11-28,20
3139810,2017-01-20,5,3139810,2017-01-20,15.08
3139810,2017-01-26,4,3139810,2017-01-25,15.08
3139875,2016-12-19,8,3139875,2016-12-19,37.52
3139875,2016-12-23,4,3139875,2016-12-22,28.14
3139875,2017-01-24,10,3139875,2017-01-24,42.91
3140035,2016-12-19,9,3140035,2016-12-19,80
3140361,2016-12-14,3,3140361,2016-12-13,48.6
3140374,2016-11-30,2,3140374,2016-11-29,20
3141111,2017-04-27,1,3141111,2017-04-27,40
3141111,2017-04-29,1,3141111,2017-04-29,20
3141269,2016-11-25,6,3141269,2016-11-24,85.27
3141309,2017-03-22,9,3141309,2017-03-22,20
3141309,2017-05-01,9,3141309,2017-04-30,20
3141864,2016-11-30,2,3141864,2016-11-29,18.76
3142111,2017-02-20,9,3142111,2017-02-19,400.87
3142152,2016-12-06,10,3142152,2016-12-06,21.32
3142332,2017-01-07,4,3142332,2017-01-06,20
3142332,2017-01-07,4,3142332,2017-01-07,40
3142332,2017-01-13,10,3142332,2017-01-12,20
3142332,2017-01-15,3,3142332,2017-01-14,20
3142332,2017-02-20,10,3142332,2017-02-19,20
3142332,2017-05-31,2,3142332,2017-05-30,20
3142427,2017-02-15,5,3142427,2017-02-14,85.43
3142437,2017-03-16,6,3142437,2017-03-16,200
3142437,2017-08-15,8,3142437,2017-08-14,50
3142437,2017-08-15,8,3142437,2017-08-15,100
3142437,2017-08-23,3,3142437,2017-08-23,500
3142511,2017-03-04,7,3142511,2017-03-03,50
3142674,2016-12-13,4,3142674,2016-12-13,20
3142674,2017-05-14,4,3142674,2017-05-13,20
3142997,2016-12-23,4,3142997,2016-12-23,20
3143140,2017-02-16,7,3143140,2017-02-15,20
3143249,2017-02-23,5,3143249,2017-02-23,21.26
3143352,2016-11-27,9,3143352,2016-11-27,20
3143549,2017-01-20,6,3143549,2017-01-19,300
3143554,2017-01-19,1,3143554,2017-01-18,17.05
3143727,2017-02-09,3,3143727,2017-02-09,20
3143752,2017-03-13,4,3143752,2017-03-12,56.27
3143752,2017-03-19,3,3143752,2017-03-18,28.14
3143809,2016-11-26,2,3143809,2016-11-25,272.85
3143883,2017-04-03,4,3143883,2017-04-02,42.63
3143883,2017-04-29,1,3143883,2017-04-29,68.21
3144010,2017-06-01,3,3144010,2017-05-31,11.81
3144021,2016-12-29,10,3144021,2016-12-28,25.58
3144094,2017-02-25,9,3144094,2017-02-24,17.05
3144108,2017-01-22,9,3144108,2017-01-21,40
3144108,2017-01-22,9,3144108,2017-01-22,40
3144108,2017-03-23,8,3144108,2017-03-23,20
3144108,2017-03-25,6,3144108,2017-03-24,20
3144108,2017-05-12,7,3144108,2017-05-12,20
3144111,2016-12-20,1,3144111,2016-12-19,97.99
3144147,2017-01-13,2,3144147,2017-01-12,125
3144147,2017-01-13,2,3144147,2017-01-13,50
3144238,2017-02-16,2,3144238,2017-02-15,100
3144254,2016-11-26,2,3144254,2016-11-25,100
3144254,2017-01-05,1,3144254,2017-01-05,100
3144295,2017-01-22,4,3144295,2017-01-21,255.8
3144295,2017-02-15,3,3144295,2017-02-15,42.63
3144295,2017-03-01,10,3144295,2017-03-01,429.07
3144295,2017-03-19,3,3144295,2017-03-18,42.91
3144295,2017-04-10,4,3144295,2017-04-09,42.72
3144295,2017-05-26,4,3144295,2017-05-25,42.23
3144295,2017-06-09,3,3144295,2017-06-09,253.38
3144295,2017-07-11,2,3144295,2017-07-10,873.29
3144295,2017-07-17,6,3144295,2017-07-17,392.98
3144295,2017-07-19,7,3144295,2017-07-18,61.13
3144434,2017-02-09,6,3144434,2017-02-08,40
3144449,2017-04-16,3,3144449,2017-04-15,16.89
